timestamp,epoch_time,cpu_percent,cpu_count,cpu_freq_current,cpu_freq_min,cpu_freq_max,memory_total_mb,memory_available_mb,memory_used_mb,memory_percent,swap_total_mb,swap_used_mb,swap_percent,disk_total_gb,disk_used_gb,disk_free_gb,disk_percent,disk_io_read_mb,disk_io_write_mb,disk_io_read_count,disk_io_write_count,network_sent_mb,network_recv_mb,network_packets_sent,network_packets_recv,network_err_in,network_err_out,network_drop_in,network_drop_out,process_count,top_cpu_process,top_cpu_percent,top_mem_process,top_mem_percent,load_average_1min,load_average_5min,load_average_15min
2025-10-05 05:20:18.084510,1759621818.084508,0.5,12,565.0835000000001,400.0,3800.0,15704.48046875,13062.17578125,2642.3046875,16.8,4095.99609375,0.0,0.0,81.78233337402344,24.03286361694336,53.55127716064453,31.0,0.0,620.9679300291546,60570,90659,0.0,0.0,107470,465256,0,0,0,43,302,systemd,0.0,java,2.380491037216439,0.2255859375,0.626953125,0.60009765625
2025-10-05 05:20:24.127552,1759621824.1275408,0.3,12,485.74425,400.0,3800.0,15704.48046875,13066.70703125,2637.7734375,16.8,4095.99609375,0.0,0.0,81.78233337402344,24.032867431640625,53.55127334594727,31.0,0.0,0.0071104610583068,60570,90661,6.375679748659342e-05,0.0002551850038015,107474,465265,0,0,0,43,302,gnome-shell,1.7,java,2.3812869884116967,0.1904296875,0.60595703125,0.59326171875
2025-10-05 05:20:30.161055,1759621830.1610477,0.2,12,400.0,400.0,3800.0,15704.48046875,13071.4765625,2633.00390625,16.8,4095.99609375,0.0,0.0,81.78233337402344,24.032867431640625,53.55127334594727,31.0,0.0,0.0077691138603452,60570,90665,8.883142068509969e-05,0.0001065344796116,107480,465272,0,0,0,43,302,chrome,11.6,java,2.3812869884116967,0.1748046875,0.595703125,0.58984375
2025-10-05 05:20:36.193733,1759621836.1937244,1.2,12,547.25675,400.0,3800.0,15704.48046875,13072.4609375,2632.01953125,16.8,4095.99609375,0.0,0.0,81.78233337402344,24.032867431640625,53.55127334594727,31.0,0.0,0.0135978191574311,60570,90676,0.0,9.23215028359814e-05,107480,465275,0,0,0,43,302,gnome-shell,3.5,java,2.3801179350936623,0.16064453125,0.58544921875,0.58642578125
2025-10-05 05:20:42.224916,1759621842.2249062,0.8,12,422.57666666666665,400.0,3800.0,15704.48046875,13075.40625,2629.07421875,16.7,4095.99609375,0.0,0.0,81.78233337402344,24.03287506103516,53.551265716552734,31.0,0.0,0.0116581628921819,60570,90680,0.0001147979907189,0.0001135329990856,107485,465281,0,0,0,43,302,gnome-shell,9.9,java,2.3801179350936623,0.22802734375,0.5927734375,0.5888671875
2025-10-05 05:20:48.257052,1759621848.2570417,8.2,12,759.7199166666666,400.0,3800.0,15704.48046875,13016.66796875,2687.8125,17.1,4095.99609375,0.0,0.0,81.78233337402344,24.03287506103516,53.551265716552734,31.0,0.0,0.0233126394976247,60570,90686,4.379341051460815e-05,8.410864402083586e-05,107487,465285,0,0,0,43,302,gnome-shell,13.4,java,2.3801179350936623,0.20947265625,0.58251953125,0.58544921875
2025-10-05 05:20:54.300379,1759621854.3003683,7.4,12,907.2349166666668,400.0,3800.0,15704.48046875,12959.99609375,2744.484375,17.5,4095.99609375,0.0,0.0,81.78233337402344,24.032882690429688,53.5512580871582,31.0,0.0277940877044956,0.1758137640842513,60573,90920,0.0093749498225646,0.004989831561229,107589,465398,0,0,0,43,302,chrome,44.1,java,2.4230992996375686,0.33740234375,0.5966796875,0.58984375
2025-10-05 05:21:00.333508,1759621860.3335006,4.9,12,603.8720833333333,400.0,3800.0,15704.48046875,12917.45703125,2787.0234375,17.7,4095.99609375,0.0,0.0,81.78233337402344,24.03291702270508,53.55122375488281,31.0,0.0,0.0097119948550454,60573,90925,0.0079923205056307,0.0019969340983689,107669,465486,0,0,0,43,302,chrome,51.7,java,2.3970318979928846,0.390625,0.603515625,0.59228515625
2025-10-05 05:21:06.368753,1759621866.3687449,0.4,12,429.10441666666674,400.0,3800.0,15704.48046875,12950.4609375,2754.01953125,17.5,4095.99609375,0.0,0.0,81.78233337402344,24.03291702270508,53.55122375488281,31.0,0.0110030758505026,0.0090613565827668,60574,90928,0.0001529609579401,0.0023957035984815,107679,465501,0,0,0,43,302,chrome,3.0,java,2.3970318979928846,0.35888671875,0.59326171875,0.5888671875
2025-10-05 05:21:12.399773,1759621872.3997655,0.4,12,466.26883333333336,400.0,3800.0,15704.48046875,13038.86328125,2665.6171875,17.0,4095.99609375,0.0,0.0,81.78233337402344,24.032920837402344,53.55121994018555,31.0,0.0,0.0900293304054319,60574,90990,0.0023148384242305,0.0022303979762123,107724,465543,0,0,0,43,303,chrome,9.9,java,2.3970318979928846,0.330078125,0.5830078125,0.58544921875
